Name,Author,Teleport Command,Notes,Category,Entry Type
Neutralizer Dart V2,Krypandenej,/tp @s -88.5 41 18.5 -90 0,,Ranged Weapons,Item
Resistance MK.I Elite EMP Ray,Telephone,/tp @s -88.5 41 19.5 -90 0,,Ranged Weapons,Item
The Brick,Unknown Author,/tp @s -70.5 43 17.5 90 0,,Melee Weapons,Item
Aɳƈι½ɳƚ Gσăʂ ɾιƚυαʅ,Unknown Author,/tp @s 59.5 43 -18.5 -180 0,,Lore,Item
Injector,Panics,/tp @s 53.5 42 -18.5 -180 0,,Lore,Item
Hasty Bonzo's Staff,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Zanzetsuken,Unknown Author,/tp @s -76.5 41 -18.5 -180 35,,Misc. Func.,Item
Quoi? FeurGroup.,Unknown Author,/tp @s -77.5 41 -18.5 -180 35,,Misc. Func.,Item
Instant C-Kill,Yurni,/tp @s -78.5 41 -18.5 -180 35,,Misc. Func.,Item
Landmine,Yurni,/tp @s -79.5 41 -18.5 -180 35,,Misc. Func.,Item
S T A R F I E L D,Unknown Author,/tp @s -80.5 41 -18.5 -180 35,,Misc. Func.,Item
Starfield Unapproved,Unknown Author,/tp @s -81.5 41 -18.5 -180 35,,Misc. Func.,Item
Virginity Shield,Yurni,/tp @s -82.5 41 -18.5 -180 35,,Misc. Func.,Item
Flash Bang,Unknown Author,/tp @s -54.5 41 -18.5 -180 35,,Potions,Item
Smoke Bomb,Unknown Author,/tp @s -55.5 41 -18.5 -180 35,,Potions,Item
☣,Unknown Author,/tp @s -56.5 41 -18.5 -180 35,,Potions,Item
Satan's Spit,MoogiC,/tp @s -57.5 41 -18.5 -180 35,,Potions,Item
E=MC2 2.0,Katsuo,/tp @s -58.5 41 -18.5 -180 35,,Potions,Item
リーパーのポーションリ (Reaper's Potion),Unknown Author,/tp @s -58.5 45 -17.5 90 0,,Potions,Item
Catboy God's Wings,Yurni,/tp @s -82.5 45 -17.5 90 0,,Misc. Func.,Item
Starry Night,Unknown Author,/tp @s -82.5 45 -16.5 90 0,,Misc. Func.,Item
Solar Wind,Unknown Author,/tp @s -82.5 45 -15.5 90 0,,Misc. Func.,Item
1400 Jesus Arrow,Unknown Author,/tp @s -88.5 41 13.5 -90 35,,Ranged Weapons,Item
1-400 (Jesus Arrow),Unknown Author,/tp @s -88.5 41 14.5 -90 35,,Ranged Weapons,Item
The Vault Pt.1,Anabethe,/tp @s 19.5 61 49.5 -90 0,,Misc. Non-Func.,Book
The Vault Pt.2,Anabethe,/tp @s 19.5 61 50.5 -90 0,,Misc. Non-Func.,Book
The Vault Pt.3,Anabethe,/tp @s 19.5 61 51.5 -90 0,,Misc. Non-Func.,Book
Chaos Bank Info,Unknown Author,/tp @s 19.5 61 53.5 -90 0,,Misc. Non-Func.,Book
Night's A.V.D Document,Night,/tp @s 19.5 60 55.5 -90 0,,Misc. Non-Func.,Book
Beyond the Sea,Anabethe,/tp @s 19.5 60 54.5 -90 0,,Misc. Non-Func.,Book
life story,coolguygalore,/tp @s 19.5 60 53.5 -90 0,,Misc. Non-Func.,Book
The Communist Manifesto,Karl Marx,/tp @s 19.5 60 52.5 -90 0,,Misc. Non-Func.,Book
Book o' Puns,Ramezsushi,/tp @s 19.5 60 51.5 -90 0,,Misc. Non-Func.,Book
Necronomicon,Unknown Author,/tp @s 19.5 60 50.5 -90 0,,Misc. Non-Func.,Book
Dash The Devil-Dog Preview Ad,DashTheDevilDog,/tp @s 19.5 60 49.5 -90 0,,Misc. Non-Func.,Book
How I make my items,Katsuo,/tp @s 19.5 59 55.5 -90 0,,Misc. Non-Func.,Book
Backdoor book,"justin0526, bigboypadilla",/tp @s -18.5 58 61.5 90 0,,Misc. Func.,Book
Marxx' Characters ✪✪✪✪✪,Katsuo,/tp @s -18.5 58 67.5 90 35,,Misc. Func.,Book
OP SYTHS COLLECTION,Steeved,/tp @s 23.5 41 50.5 -90 0,,Collections,Kit
OP BOWS AND ARROWS COLLECTION,Steeved,/tp @s 23.5 41 50.5 -90 0,,Collections,Kit
OP ARMOR[1/3] COLLECTION,Steeved,/tp @s 23.5 41 50.5 -90 0,,Collections,Kit
OP ARMOR[2/3] COLLECTION,Steeved,/tp @s 23.5 41 50.5 -90 0,,Collections,Kit
OP ARMOR[3/3] COLLECTION,Steeved,/tp @s 23.5 41 50.5 -90 0,,Collections,Kit
OP TRIDENTS AND ELYTRA COLLECTION,Steeved,/tp @s 23.5 41 50.5 -90 0,,Collections,Kit
OP AXES AND POTIONS COLLECTION,Steeved,/tp @s 23.5 41 50.5 -90 0,,Collections,Kit
OP ITEMS COLLECTION,Steeved,/tp @s 23.5 41 50.5 -90 0,,Collections,Kit
Pride Pack,Unknown IGN,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
sxci's aheago heads,sxci,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
motionally's aheago heads II,motionally,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Province Crows,Unknown Author,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Custom Heads Box,Unknown Author,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Custom Heads Box II,Unknown Author,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
courteously,courteously,/tp @s 27.5 41 51.5 -90 0,,Collections,Kit
Leo's Hats,LeoTheRavioli,/tp @s 27.5 41 51.5 -90 0,Yellow,Collections,Kit
Leo's Hats,LeoTheRavioli,/tp @s 27.5 41 51.5 -90 0,Cyan,Collections,Kit
Leo's Hats,LeoTheRavioli,/tp @s 27.5 41 51.5 -90 0,Orange,Collections,Kit
Leo's Hats,LeoTheRavioli,/tp @s 27.5 41 51.5 -90 0,Magenta,Collections,Kit
Pumpkin Helmet,Unknown Author,/tp @s 27.5 41 51.5 -90 0,,Collections,Item
Emerald Helmet's Head,Unknown Author,/tp @s 27.5 41 51.5 -90 0,,Collections,Item
Prismarine Helmet's Head,Unknown Author,/tp @s 27.5 41 51.5 -90 0,,Collections,Item
Withered Daedalus Axe,Hypixel,/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Katsuo's Tarantula Boots,"Katsuo, Hypixel",/tp @s 23.5 41 48.5 -90 0,,Collections,Item
Codded Items,Unknown Author,/tp @s -30.5 51 -61.5 90 0,,PvP-Related,Kit
Party Box,Unknown Author,/tp @s -22.5 51 -67.5 -180 0,,PvP-Related,Kit
Tired Kit,"Rystorm, Yurni",/tp @s -21.5 51 -67.5 -180 0,,PvP-Related,Kit
AMERICAN BOX!,Unknown Author,/tp @s -20.5 51 -67.5 -180 0,,PvP-Related,Kit
Tyranie King Kit,Katsuo,/tp @s -19.5 51 -67.5 -180 0,,PvP-Related,Kit
InnovationMart 2 - 1 Week mix!,Unknown Author,/tp @s -19.5 51 -55.5 -180 0,,PvP,Kit
Combination Kit V1,Unknown Author,/tp @s -18.5 51 -55.5 -180 0,,PvP,Kit
ORANGES PARTY PACK,Unknown Author,/tp @s -17.5 51 -55.5 -180 0,,PvP,Kit
skiptzs' first kit (ft. Yurni),"skiptzs, Yurni",/tp @s -16.5 51 -55.5 -180 0,,PvP,Kit
That Google Stuff,Unknown Author,/tp @s -15.5 51 -55.5 -180 0,,PvP,Kit
techWeaponry,techGeneral,/tp @s -14.5 51 -55.5 -180 0,Archivist Pick,PvP,Kit
Earth set,Unknown Author,/tp @s -13.5 51 -55.5 -180 0,,PvP,Kit
The Grand Finale,Unknown Author,/tp @s -30.5 49 -55.5 -180 0,,PvP,Kit
RagedX,AlexShadowFox,/tp @s -29.5 49 -55.5 -180 0,,PvP,Kit
Zarcana Crate,Zarcana,/tp @s -28.5 49 -55.5 -180 0,,PvP,Kit
SanixCrate,Unknown Author,/tp @s -27.5 49 -55.5 -180 0,,PvP,Kit
Wegny's Remains,Unknown Author,/tp @s -26.5 49 -55.5 -180 0,,PvP,Kit
Spaceman Kit,Chumbatooba,/tp @s -25.5 49 -55.5 -180 0,,PvP,Kit
Yellow Spaceman Kit,"oofr, Chumbatooba",/tp @s -24.5 49 -55.5 -180 0,,PvP,Kit
Red Spaceman's Kit,Chumbatooba,/tp @s -23.5 49 -55.5 -180 0,,PvP,Kit
Explosives/Potions,Unknown Author,/tp @s -30.5 47 -95.5 90 0,,Misc. Func.,Kit
GriefAlarm Kit,Unknown Author,/tp @s -30.5 47 -96.5 90 0,,Misc. Func.,Kit
Brick Commander's Staff Shulker,BrickCommander,/tp @s -30.5 47 -97.5 90 0,Archivist Pick,Misc. Func.,Kit
NBTs,"bigboypadilla, Katsuo",/tp @s -30.5 47 -98.5 90 0,,Misc. Func.,Kit
bee movie script,Unknown Author,/tp @s 18.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Administration Required,Unknown Author,/tp @s 17.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Items and Updates!,Unknown Author,/tp @s 16.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Herobrine Spawning Kit,Unknown Author,/tp @s 15.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
Memes Kit,Enchilada12,/tp @s 14.5 49 -67.5 -180 0,,Misc. Non-Func.,Kit
PixelatedBrayden's Backdoors,PixelatedBrayden,/tp @s 31.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
Doge Shulker Box,Unknown Author,/tp @s 30.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
CHEST,Unknown Author,/tp @s 19.5 47 -95.5 0 0,,Random,Kit
Random items I found in servers,Unknown Author,/tp @s 20.5 47 -95.5 0 0,,Random,Kit
odal's stuff,Odalys,/tp @s 21.5 47 -95.5 0 0,,Random,Kit
Debug Book,Unknown Author,/tp @s -18.5 58 66.5 90 35,,Misc. Func.,Book
Debug Book Source Code,Unknown Author,/tp @s -18.5 58 65.5 90 35,,Misc. Func.,Book
Aquaphone,"Aquaristic, AnomalousBread",/tp @s -18.5 58 63.5 90 35,,Misc. Func.,Book
OP BOOK BY POULE_TREMPEE,Poule_Trempee,/tp @s -18.5 58 62.5 90 35,,Misc. Func.,Book
Magic Book,The_Webmage,/tp @s -18.5 58 61.5 90 35,,Misc. Func.,Book
Token,Unknown Author,/tp @s -18.5 61 55.5 90 0,,Misc. Func.,Book
Book of Power,BrimGrace,/tp @s -18.5 61 54.5 90 0,,Misc. Func.,Book
Book of Power,MasterGumbo,/tp @s -18.5 61 53.5 90 0,,Misc. Func.,Book
Special Emojis by Kaninchenfurz24,Kaninchenfurz24,/tp @s -18.5 61 51.5 90 0,,Misc. Func.,Book
Render Kick,1493028,/tp @s -18.5 61 50.5 90 0,,Misc. Func.,Book
minephone 12xs,Unknown Author,/tp @s -18.5 61 49.5 90 0,,Misc. Func.,Book
Hacked Book,Unknown Author,/tp @s 19.5 59 54.5 -90 0,,Misc. Non-Func.,Book
Harry Potter,k1tt3n5,/tp @s 19.5 59 53.5 -90 0,,Misc. Non-Func.,Book
The Holy Bible,k1tt3n5,/tp @s 19.5 59 52.5 -90 0,,Misc. Non-Func.,Book
Alliance Contract,Unknown Author,/tp @s 19.5 59 51.5 -90 0,,Misc. Non-Func.,Book
Goliath Airdestroyers and the destruction of Aura.,Unknown Author,/tp @s 19.5 59 50.5 -90 0,,Misc. Non-Func.,Book
Geologic Time Scale,Unknown Author,/tp @s 19.5 59 49.5 -90 0,,Misc. Non-Func.,Book
Jones Beckett's Journal,Unknown Author,/tp @s 19.5 58 55.5 -90 0,,Misc. Non-Func.,Book
Zanum - The Lost Kingdom,Unknown Author,/tp @s 19.5 58 54.5 -90 0,,Misc. Non-Func.,Book
CRASH BARRIER,Unknown Author,/tp @s -64.5 43 -16.5 -90 0,,Exploits,Item
Jimmy's TPS Killer,Miniozoid,/tp @s -64.5 43 -17.5 -90 0,,Exploits,Item
Jimmy's Server Nuker,Miniozoid,/tp @s -64.5 43 -18.5 -90 0,,Exploits,Item
ULTRA BOMB,czychuuu,/tp @s -64.5 42 -12.5 -90 0,,Exploits,Item
Lag Hologram,jukerx,/tp @s -64.5 42 -13.5 -90 0,,Exploits,Item
Ghost Guardian Crasher,Unknown Author,/tp @s -64.5 42 -14.5 -90 0,,Exploits,Item
Translater Crasher Item,Unknown Author,/tp @s -64.5 42 -15.5 -90 0,,Exploits,Item
F.U.N. (Forceloading Unusual Nightmare),Wylaze,/tp @s -64.5 42 -16.5 -90 0,,Exploits,Item
W.E. (Wither Ender),Wylaze,/tp @s -64.5 42 -17.5 -90 0,,Exploits,Item
I.D.A. (In-game DDoS Attack),Wylaze,/tp @s -64.5 42 -18.5 -90 0,,Exploits,Item
C.O.O.L. (Chat Obliteration Overkill Lagger),Wylaze,/tp @s -64.5 41 -12.5 -90 0,,Exploits,Item
P.C. (Player Crasher),Wylaze,/tp @s -64.5 41 -13.5 -90 0,,Exploits,Item
枯れて破壊する 「Poison Fog」,Unknown Author,/tp @s -58.5 45 -16.5 90 0,,Potions,Item
Soul Eraser,Unknown Author,/tp @s -58.5 45 -15.5 90 0,,Potions,Item
COVID-XW ACDG,Krypandenej,/tp @s -58.5 45 -14.5 90 0,,Potions,Item
COVID-XW TS,Krypandenej,/tp @s -58.5 45 -13.5 90 0,,Potions,Item
"UVX-127 ""Totem Melter""",Krypandenej,/tp @s -58.5 44 -18.5 90 0,,Potions,Item
"UVX-E ""Cleric""",Krypandenej,/tp @s -58.5 44 -17.5 90 0,,Potions,Item
Gravity Potion,Thorioum_,/tp @s -58.5 44 -16.5 90 0,,Potions,Item
Splash Potion of Invulnerability,Thorioum_,/tp @s -58.5 44 -15.5 90 0,,Potions,Item
Surix Bottle,Unknown Author,/tp @s -58.5 44 -14.5 90 0,,Potions,Item
Mass Inspection 2: Electric Boogaloo,Unknown Author,/tp @s -58.5 44 -13.5 90 0,,Potions,Item
Ghost Potion,sithvsjedi,/tp @s -58.5 44 -12.5 90 0,,Potions,Item
Anti-Gravity Potion,Unknown Author,/tp @s -58.5 43 -18.5 90 0,,Potions,Item
Ultra Weed Bong,Unknown Author,/tp @s -58.5 43 -17.5 90 0,,Potions,Item
Gods Protection,Unknown Author,/tp @s -52.5 43 16.5 -90 0,,Armor,Item
SkimmedMilk,FileExtension,/tp @s -70.5 43 16.5 90 0,,Melee Weapons,Item
Harry Potter's Wand,Unknown Author,/tp @s -70.5 43 15.5 90 0,,Melee Weapons,Item
HELL STICK,Unknown Author,/tp @s -70.5 43 14.5 90 0,,Melee Weapons,Item
Furslice,Team Meltdown,/tp @s -70.5 43 13.5 90 0,,Melee Weapons,Item
Void Blade,Unknown Author,/tp @s -70.5 42 19.5 90 0,,Melee Weapons,Item
Glass Sword,Unknown Author,/tp @s -70.5 42 18.5 90 0,,Melee Weapons,Item
Unenchanted Netherite Sword,FleshlyIsTaken,/tp @s -70.5 42 17.5 90 0,,Melee Weapons,Item
Celestial Ashbringer,FleshlyIsTaken,/tp @s -70.5 42 16.5 90 0,,Melee Weapons,Item
Get Killed Bitch,Ira33,/tp @s -70.5 42 15.5 90 0,,Melee Weapons,Item
Starbreaker,Unknown Author,/tp @s -70.5 42 14.5 90 0,,Melee Weapons,Item
THE HEX SWORD,Unknown Author,/tp @s -70.5 42 13.5 90 0,,Melee Weapons,Item
F In The Chat,Ira33ir,/tp @s -70.5 41 19.5 90 0,,Melee Weapons,Item
Dawn of Corruption,fairygirl12,/tp @s -70.5 41 18.5 90 0,,Melee Weapons,Item
Smite,Unknown Author,/tp @s -88.5 41 15.5 -90 35,,Ranged Weapons,Item
Scoped Smite,Unknown Author,/tp @s -88.5 41 16.5 -90 35,,Ranged Weapons,Item
Cryogenic Trident,Unknown Author,/tp @s -88.5 41 17.5 -90 35,,Ranged Weapons,Item
Yurni's Crossbow,Yurni,/tp @s -88.5 41 18.5 -90 35,,Ranged Weapons,Item
AlexTheOOF's multi-range blaster,AlexTheOOF,/tp @s -88.5 41 19.5 -90 35,,Ranged Weapons,Item
Electric Plasma,AlexTheOOF,/tp @s -89.5 45 19.5 0 0,,Ranged Weapons,Item
The Devil's Mini-Lance,Unknown Author,/tp @s -90.5 45 19.5 0 0,,Ranged Weapons,Item
LW Lagstand,Unknown Author,/tp @s -64.5 41 -14.5 -90 0,,Exploits,Item
Lagmor Stand 20k + custom Position,EvoIve,/tp @s -64.5 41 -15.5 -90 0,,Exploits,Item
Lagmor Stand 20k,EvoIve,/tp @s -64.5 41 -16.5 -90 0,,Exploits,Item
wut,xanderdk,/tp @s -82.5 45 -14.5 90 0,,Misc. Func.,Item
SPACESHIP,Unknown Author,/tp @s -82.5 45 -13.5 90 0,,Misc. Func.,Item
Mass Hysteria Cloud That Smells Faintly of Cheese,Unknown Author,/tp @s -82.5 44 -18.5 90 0,,Misc. Func.,Item
Infinite Black Hole,Unknown Author,/tp @s -82.5 44 -17.5 90 0,,Misc. Func.,Item
Lucky Block Command Block Bundle,enderples,/tp @s -82.5 44 -16.5 90 0,,Misc. Func.,Item
Bowie's Heart,Unknown Author,/tp @s 54.5 42 -18.5 -180 0,,Lore,Item
Confirm,Unknown Author,/tp @s 55.5 42 -18.5 -180 0,,Lore,Item
Test Item (lore),333b,/tp @s 56.5 42 -18.5 -180 0,,Lore,Item
Yoshi Sword,Unknown Author,/tp @s 57.5 42 -18.5 -180 0,,Lore,Item
Quark Qore™,Unknown Author,/tp @s 58.5 42 -18.5 -180 0,,Lore,Item
Quark Atom,Unknown Author,/tp @s 59.5 42 -18.5 -180 0,,Lore,Item
Marihuana Red No. 2 SATIVA,Unknown Author,/tp @s 53.5 41 -18.5 -180 0,,Lore,Item
Джин,Basilina,/tp @s 54.5 41 -18.5 -180 0,NSFW,Lore,Item
Femboy Fevh's Catnip,Fevh,/tp @s 57.5 41 19.5 0 35,,Misc. Non-Func.,Item
Femboy Fevh's Collar,Fevh,/tp @s 58.5 41 19.5 0 35,,Misc. Non-Func.,Item
Aquameade,Unknown Author,/tp @s 59.5 41 19.5 0 35,,Misc. Non-Func.,Item
Cum Chalice,Unknown Author,/tp @s 59.5 45 18.5 -90 0,,Misc. Non-Func.,Item
DRN-001 R Lass Helmet,DashTheDevilDog,/tp @s -52.5 43 17.5 -90 0,,Armor,Item
DRN-001 R Lass Flight Adaptor,DashTheDevilDog,/tp @s -52.5 43 17.5 -90 0,,Armor,Item
DRN-001 R Lass Armor,DashTheDevilDog,/tp @s -52.5 43 17.5 -90 0,,Armor,Item
DRN-001 R Lass Boots,DashTheDevilDog,/tp @s -52.5 43 17.5 -90 0,,Armor,Item
toweled,Unknown Author,/tp @s -52.5 43 18.5 -90 0,Helmet,Armor,Item
toweled,Unknown Author,/tp @s -52.5 43 18.5 -90 0,Chestplate,Armor,Item
toweled,Unknown Author,/tp @s -52.5 43 18.5 -90 0,Leggings,Armor,Item
toweled,Unknown Author,/tp @s -52.5 43 18.5 -90 0,Boots,Armor,Item
"""Art"" part 1",InternetDragon,/tp @s 29.5 45 -35.5 0 0,NSFW,Lore,Kit
"""Art"" part 2",InternetDragon,/tp @s 28.5 45 -35.5 0 0,NSFW,Lore,Kit
TheHub,Unknown Author,/tp @s 30.5 45 -35.5 0 0,NSFW,Lore,Kit
"NSFW Collection #10-12 ""BMWM II""",Unknown Author,/tp @s 31.5 45 -35.5 0 0,NSFW,Lore,Kit
Porn Shulker,Unknown Author,/tp @s 14.5 43 -35.5 0 0,NSFW,Lore,Kit
Hentai 1,Unknown Author,/tp @s 15.5 43 -35.5 0 0,NSFW,Lore,Kit
Hentai 2,Unknown Author,/tp @s 15.5 43 -35.5 0 0,NSFW,Lore,Kit
Hentai 3,Unknown Author,/tp @s 15.5 43 -35.5 0 0,NSFW,Lore,Kit
Hentai 4,Unknown Author,/tp @s 15.5 43 -35.5 0 0,NSFW,Lore,Kit
Hentai 5,Unknown Author,/tp @s 15.5 43 -35.5 0 0,NSFW,Lore,Kit
Hentai 6,Unknown Author,/tp @s 15.5 43 -35.5 0 0,NSFW,Lore,Kit
Hentai 7,Unknown Author,/tp @s 15.5 43 -35.5 0 0,NSFW,Lore,Kit
THE BOOK KIT,Unknown Author,/tp @s -25.5 47 -95.5 0 0,,Misc. Func.,Kit
Freedom Box,omate06,/tp @s -30.5 47 -99.5 90 0,,Misc. Func.,Kit
Freedom Box 1.1,omate06,/tp @s -30.5 47 -100.5 90 0,,Misc. Func.,Kit
Freedom Box 1.3,omate06,/tp @s -30.5 47 -101.5 90 0,,Misc. Func.,Kit
Crash Shulkerbox,Unknown Author,/tp @s -26.5 49 -71.5 0 0,,Abuse,Kit
Force OP / Ban Signs,Unknown Author,/tp @s -27.5 49 -71.5 0 0,,Abuse,Kit
Command Block Griefers,ImproperIssues,/tp @s -28.5 49 -71.5 0 0,,Abuse,Kit
Kadrith Set,Unknown Author,/tp @s -22.5 49 -55.5 -180 0,,PvP,Kit
darkes Combat kit,Unknown Author,/tp @s -21.5 49 -55.5 -180 0,,PvP,Kit
darkes upgrade kit mk-2,Unknown Author,/tp @s -20.5 49 -55.5 -180 0,,PvP,Kit
[DeadEnd]Kit,HowToFailBote,/tp @s -19.5 49 -55.5 -180 0,,PvP,Kit
KENAI_REDSTONE,Unknown Author,/tp @s -14.5 47 -95.5 0 0,,Misc. Func.,Kit
DeadEndKit,HowToFailBote,/tp @s -18.5 49 -55.5 -180 0,,PvP,Kit
Soulless,Utvinn,/tp @s -17.5 49 -55.5 -180 0,,PvP,Kit
D3v's PvPros Clan Kit,D3v4tm05ph3r3,/tp @s -16.5 49 -55.5 -180 0,,PvP,Kit
Thermo's Lightfall Kit,Unknown Author,/tp @s -15.5 49 -55.5 -180 0,,PvP,Kit
Practice Kit,Unknown Author,/tp @s -14.5 49 -55.5 -180 0,,PvP,Kit
Black Lotus NBT Kit,StinkyMan32,/tp @s -13.5 49 -55.5 -180 0,,PvP,Kit
Astronaut Set,Langweilliger,/tp @s -30.5 47 -55.5 -180 0,,PvP,Kit
BLACKHOLE PORTAL,Unknown Author,/tp @s -29.5 47 -55.5 -180 0,,PvP,Kit
Terribole's Kit,Terribole,/tp @s -28.5 47 -55.5 -180 0,,PvP,Kit
Palette Creator (CTJ ver),"hibao, CrashTestJava",/tp @s -30.5 45 -83.5 0 0,Archivist Pick,Utility,Kit
All End City Orders,RyanUwU,/tp @s 29.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
Artifacts S1,Unknown Author,/tp @s 28.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
marketable anti plushie kit,antigamesm12,/tp @s 27.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
Gift shop package,Unknown Author,/tp @s 26.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
Shulker of BETA,Unknown Author,/tp @s 25.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
MHF Heads,Unknown Author,/tp @s 24.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
TAKE THE BOX,Unknown Author,/tp @s -30.5 47 -102.5 90 0,,Misc. Func.,Kit
Deep Rock Galactic Supply Pod,Unknown Author,/tp @s -18.5 51 -67.5 -180 0,,PvP-Related,Kit
deathstalk,Unknown Author,/tp @s -28.5 49 -59.5 0 0,,PvP-Related,Kit
Kit Collection,Unknown Author,/tp @s -29.5 49 -59.5 0 0,,PvP-Related,Kit
Mini Mes,Unknown Author,/tp @s -5.5 62 -129.5 -180 0,,N/A,Unnamed Kit
恶魔之剑 (Demon Sword),Unknown Author,/tp @s -99.5 42 -13.5 -90 0,,Item Sets,Item
豆头盔 (Bean Helmet),Unknown Author,/tp @s -99.5 42 -13.5 -90 0,,Item Sets,Item
豆胸甲 (Bean Chestplate),Unknown Author,/tp @s -99.5 42 -13.5 -90 0,,Item Sets,Item
豆绑腿 (Bean Leggings),Unknown Author,/tp @s -99.5 42 -13.5 -90 0,,Item Sets,Item
豆靴 (Bean Boots),Unknown Author,/tp @s -99.5 42 -13.5 -90 0,,Item Sets,Item
很棒的豆剑，但更好 (Demon Sword but Better),Unknown Author,/tp @s -99.5 42 -13.5 -90 0,,Item Sets,Item
dagger,Aeluraydak,/tp @s -70.5 41 17.5 90 0,,Melee Weapons,Item
riptides,Aeluraydak,/tp @s -91.5 45 19.5 0 0,,Ranged Weapons,Item
panacea,Aeluraydak,/tp @s -92.5 45 19.5 0 0,,Ranged Weapons,Item
elixir,Aeluraydak,/tp @s -93.5 45 19.5 0 0,,Ranged Weapons,Item
elytra,Aeluraydak,/tp @s -82.5 44 -15.5 90 0,,Misc. Func.,Item
elytrianq,Aeluraydak,/tp @s -82.5 44 -14.5 90 0,,Misc. Func.,Item
Cyan Surprise,Unknown Author,/tp @s 23.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Unicorn,_LeCookie_,/tp @s 22.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Flowers,Unknown Author,/tp @s 21.5 47 -59.5 0 0,,Misc. Non-Func.,Kit
Lovez Box <3,Unknown Author,/tp @s 23.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
Drinks,Unknown Author,/tp @s 22.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
Waffle's Backpack,Unknown Author,/tp @s 21.5 47 -67.5 -180 0,,Misc. Non-Func.,Kit
Numix's Goodies,Numixgaming,/tp @s 22.5 47 -95.5 0 0,,Random,Kit
Plauge Doctors,starkeyfolk,/tp @s 19.5 58 53.5 -90 0,,Misc. Non-Func.,Book
True Story,sgraham2040,/tp @s 19.5 58 52.5 -90 0,,Misc. Non-Func.,Book
Nightmare,_Draco_Queen_,/tp @s 19.5 58 51.5 -90 0,,Misc. Non-Func.,Book
A Cow Story,TheCowHasCheese_,/tp @s 19.5 58 50.5 -90 0,,Misc. Non-Func.,Book
Bee Movie,__Ko,/tp @s 19.5 58 49.5 -90 0,,Misc. Non-Func.,Book
Mon Aventure,VargRigate,/tp @s 19.5 58 55.5 -90 35,,Misc. Non-Func.,Book
Book #2,Rip_evan,/tp @s 19.5 58 54.5 -90 35,NSFW,Misc. Non-Func.,Book
Big book of stuf,Pixel_Fighters12,/tp @s 19.5 58 53.5 -90 35,,Misc. Non-Func.,Book
I'll Wait Mr.Panda,marryberry2009,/tp @s 19.5 58 51.5 -90 35,,Misc. Non-Func.,Book
DeBookOfWisdom,xAdisMC,/tp @s 19.5 58 50.5 -90 35,,Misc. Non-Func.,Book
6-Words. Part 1,Halfamuffin,/tp @s 19.5 58 49.5 -90 35,,Misc. Non-Func.,Book
The Danger,Mythical_Dreams,/tp @s 19.5 61 43.5 -90 0,,Misc. Non-Func.,Book
DiaryOfADirtBloc,semicolonz,/tp @s 19.5 61 42.5 -90 0,,Misc. Non-Func.,Book
You and You.,Heccin,/tp @s 19.5 61 41.5 -90 0,,Misc. Non-Func.,Book
Portal,riloawesome,/tp @s 19.5 61 39.5 -90 0,,Misc. Non-Func.,Book
10 Inspiring Qs,LightningGirI,/tp @s 19.5 61 38.5 -90 0,,Misc. Non-Func.,Book
Joke Book :D,Strafe74,/tp @s 19.5 61 37.5 -90 0,,Misc. Non-Func.,Book
Story of the Hills: Chapter 1,Texonical,/tp @s 19.5 60 43.5 -90 0,,Misc. Non-Func.,Book
Vine 1,DilliGaf_,/tp @s 19.5 60 42.5 -90 0,,Misc. Non-Func.,Book
Artemial's Call,AyeItsSkye,/tp @s 19.5 60 41.5 -90 0,,Misc. Non-Func.,Book
Chase & Brylee 1,IdcMika,/tp @s 19.5 60 40.5 -90 0,NSFW,Misc. Non-Func.,Book
Shimmering Black,Numixgaming,/tp @s 19.5 60 39.5 -90 0,,Misc. Non-Func.,Book
A Sharp Nothing,Numixgaming,/tp @s 19.5 60 38.5 -90 0,,Misc. Non-Func.,Book
The Tree - Part 1,LittleMoo04,/tp @s 19.5 60 37.5 -90 0,,Misc. Non-Func.,Book
The End Side.,LittleMoo04,/tp @s 19.5 59 43.5 -90 0,,Misc. Non-Func.,Book
